11000025	21000244	E-C00244
11000025	21000245	E-C00245
11000025	21000246	E-C00246
11000025	21000247	E-C00247
11000025	21000248	E-C00248
11000025	21000249	E-C00249
11000025	21000250	E-C00250
11000025	21000251	E-C00251
11000025	21000252	E-C00252
11000025	21000253	E-C00253
11000025	21000254	E-C00254
11000025	21000255	E-C00255
11000026	21000256	E-C00256
11000026	21000257	E-C00257
11000026	21000258	E-C00258
11000026	21000259	E-C00259
11000026	21000260	E-C00260
11000026	21000261	E-C00261
11000026	21000262	E-C00262
11000026	21000263	E-C00263
11000026	21000264	E-C00264
11000027	21000265	E-C00265
11000027	21000266	E-C00266
11000027	21000267	E-C00267
11000027	21000268	E-C00268
11000027	21000269	E-C00269
11000027	21000270	E-C00270
11000027	21000271	E-C00271
11000027	21000272	E-C00272
11000027	21000273	E-C00273
11000028	21000274	E-C00274
11000028	21000275	E-C00275
11000028	21000276	E-C00276
11000028	21000277	E-C00277
11000028	21000278	E-C00278
11000028	21000279	E-C00279
11000028	21000280	E-C00280
11000028	21000281	E-C00281
11000028	21000282	E-C00282
11000028	21000283	E-C00283
11000028	21000284	E-C00284
11000028	21000285	E-C00285
11000029	21000286	E-C00286
11000029	21000287	E-C00287
11000029	21000288	E-C00288
11000029	21000289	E-C00289
11000029	21000290	E-C00290
11000029	21000291	E-C00291
11000029	21000292	E-C00292
11000029	21000293	E-C00293
11000029	21000294	E-C00294
11000029	21000295	E-C00295
11000029	21000296	E-C00296
11000030	21000297	F-C00297
11000030	21000298	F-C00298
11000030	21000299	F-C00299
11000030	21000300	F-C00300
11000030	21000301	F-C00301
11000030	21000302	F-C00302
11000030	21000303	F-C00303
11000030	21000304	F-C00304
11000030	21000305	F-C00305
11000030	21000306	F-C00306
11000030	21000307	F-C00307
11000030	21000308	F-C00308
11000030	21000309	F-C00309
11000030	21000310	F-C00310
